Record_ID,City,Day_of_Week,Hour,Weather,Traffic_Level,Vehicle_Type,Road_Type,Speed_Limit_kmh,Average_Speed_kmh,Pedestrian_Count,Visibility_Percent,Near_Miss_Score,Incident
277,Multan,Sunday,15,Clear,High,Rickshaw,Residential,50,41.7,8,97.7,20.6,0
278,Islamabad,Sunday,2,Rain,Severe,Van,Main Road,60,25.5,8,70.6,47.1,1
279,Quetta,Monday,19,Clear,Low,Van,School Zone,40,42.1,36,74.2,64.0,1
280,Multan,Wednesday,23,Clear,High,Rickshaw,Highway,100,83.9,9,100.0,21.1,0
281,Karachi,Wednesday,21,Clear,Low,Motorcycle,Main Road,60,39.4,6,93.9,37.8,1
282,Islamabad,Friday,23,Rain,High,Motorcycle,Residential,50,11.5,10,69.7,59.2,0
283,Islamabad,Friday,0,Clear,Medium,Rickshaw,Main Road,60,54.6,6,94.7,31.0,0
284,Peshawar,Tuesday,23,Clear,High,Rickshaw,Highway,100,77.5,11,87.5,46.5,0
285,Rawalpindi,Thursday,19,Cloudy,Severe,Motorcycle,Main Road,60,12.8,12,100.0,64.8,1
286,Peshawar,Monday,10,Clear,High,Van,Highway,100,98.7,9,96.6,37.9,0
287,Multan,Sunday,16,Dust,Severe,Car,Main Road,60,33.0,8,59.6,41.0,0
288,Peshawar,Monday,7,Clear,Low,Motorcycle,Market,50,45.8,22,96.2,55.5,0
289,Quetta,Friday,3,Clear,Severe,Motorcycle,Market,50,31.7,21,82.2,54.4,1
290,Karachi,Friday,5,Clear,High,Motorcycle,Residential,50,50.2,7,75.4,31.0,0
291,Quetta,Tuesday,7,Clear,Low,Motorcycle,Main Road,60,66.6,8,79.8,46.4,0
292,Karachi,Thursday,19,Fog,Medium,Rickshaw,Residential,50,33.0,6,40.8,43.7,0
293,Quetta,Tuesday,2,Clear,Severe,Motorcycle,Residential,50,10.1,7,97.5,68.8,1
294,Islamabad,Sunday,15,Rain,Low,Car,School Zone,40,53.4,35,82.5,52.0,1
295,Karachi,Thursday,2,Clear,Medium,Bus,Residential,50,37.0,12,100.0,30.9,0
296,Karachi,Saturday,17,Cloudy,High,Rickshaw,Main Road,60,46.8,9,83.9,46.0,1
297,Quetta,Monday,13,Fog,Low,Car,Main Road,60,43.1,5,43.2,45.6,0
298,Lahore,Tuesday,17,Clear,High,Car,Main Road,60,22.2,9,88.1,38.8,0
299,Islamabad,Friday,1,Cloudy,Medium,Van,Residential,50,52.5,8,89.6,44.9,0
300,Multan,Tuesday,21,Fog,Low,Motorcycle,Main Road,60,34.4,10,50.2,54.4,0
301,Islamabad,Saturday,2,Rain,Medium,Motorcycle,Main Road,60,38.5,6,78.0,44.6,0
302,Multan,Tuesday,15,Clear,Medium,Rickshaw,Main Road,60,56.9,11,92.3,53.2,0
303,Lahore,Monday,8,Clear,High,Motorcycle,Residential,50,25.1,3,78.2,46.7,0
304,Quetta,Saturday,3,Clear,High,Motorcycle,Market,50,22.7,17,95.7,33.3,0
305,Quetta,Friday,0,Dust,Medium,Car,Market,50,51.6,24,68.8,26.9,0
306,Islamabad,Friday,3,Cloudy,High,Car,Main Road,60,56.9,12,98.3,45.1,0
307,Quetta,Wednesday,0,Fog,High,Bus,Main Road,60,44.1,7,43.9,57.8,1
308,Rawalpindi,Saturday,13,Clear,Severe,Motorcycle,School Zone,40,17.3,35,82.7,65.1,1
309,Rawalpindi,Wednesday,20,Clear,High,Car,Main Road,60,50.3,11,83.7,22.6,0
310,Multan,Wednesday,15,Clear,Medium,Rickshaw,Main Road,60,45.1,12,88.8,14.9,0
311,Lahore,Monday,19,Clear,Medium,Bus,Main Road,60,45.4,4,84.2,15.0,0
312,Karachi,Tuesday,23,Clear,Severe,Car,Main Road,60,29.5,7,92.3,58.5,0
313,Rawalpindi,Friday,7,Clear,High,Motorcycle,Main Road,60,30.6,4,97.0,40.6,0
314,Multan,Friday,6,Rain,Low,Car,Highway,100,92.5,9,89.5,55.1,0
315,Quetta,Tuesday,2,Clear,High,Motorcycle,Main Road,60,36.9,6,92.7,26.5,0
316,Lahore,Friday,16,Clear,Medium,Car,Residential,50,36.1,9,87.4,24.8,0
317,Multan,Tuesday,0,Fog,Low,Car,Market,50,42.9,21,37.7,32.8,0
318,Multan,Saturday,15,Fog,Medium,Car,Main Road,60,53.2,8,47.5,35.8,0
319,Rawalpindi,Monday,11,Clear,Low,Rickshaw,Main Road,60,74.7,8,93.5,42.9,0
320,Peshawar,Monday,18,Fog,High,Motorcycle,Residential,50,10.0,15,41.7,65.3,0
321,Lahore,Sunday,21,Clear,Medium,Car,School Zone,40,44.2,30,99.4,29.0,0
322,Islamabad,Monday,22,Clear,Low,Car,Residential,50,37.9,5,83.6,14.7,0
323,Multan,Tuesday,21,Dust,Low,Car,Residential,50,32.1,6,59.7,34.1,0
324,Rawalpindi,Sunday,13,Rain,Medium,Motorcycle,Main Road,60,52.3,9,79.1,46.0,0
325,Islamabad,Tuesday,5,Dust,Low,Motorcycle,Highway,100,96.9,6,48.9,66.2,0
326,Lahore,Thursday,5,Rain,High,Rickshaw,Main Road,60,38.1,9,80.7,36.7,0
327,Rawalpindi,Sunday,12,Clear,Low,Car,Market,50,55.0,21,89.1,39.8,1
328,Islamabad,Friday,18,Cloudy,High,Car,Residential,50,10.7,9,97.6,41.9,0
329,Karachi,Friday,21,Clear,Medium,Van,Main Road,60,41.5,7,89.0,22.9,0
330,Multan,Thursday,7,Clear,Severe,Motorcycle,Residential,50,23.6,11,84.8,57.1,0
331,Karachi,Thursday,1,Clear,Low,Van,Market,50,40.2,21,100.0,26.7,0
332,Peshawar,Monday,20,Clear,Low,Motorcycle,Highway,100,82.4,9,98.4,29.1,0
333,Quetta,Thursday,0,Dust,High,Car,Market,50,36.7,20,54.6,42.3,0
334,Lahore,Tuesday,14,Dust,High,Car,Market,50,21.8,20,60.3,51.3,0
335,Quetta,Wednesday,0,Cloudy,Medium,Car,Main Road,60,63.1,7,86.6,63.6,1
336,Quetta,Tuesday,4,Clear,Low,Motorcycle,School Zone,40,48.1,30,97.4,31.4,0
337,Islamabad,Sunday,15,Rain,Medium,Car,Main Road,60,40.3,6,81.9,27.1,0
338,Peshawar,Thursday,18,Cloudy,Low,Motorcycle,Main Road,60,59.8,8,92.3,56.4,0
339,Lahore,Friday,3,Fog,Medium,Motorcycle,Main Road,60,41.0,9,56.7,47.3,0
340,Karachi,Tuesday,2,Clear,Medium,Motorcycle,School Zone,40,22.8,38,90.4,24.5,0
341,Quetta,Friday,16,Clear,High,Car,Main Road,60,43.7,10,96.4,46.4,0
342,Islamabad,Tuesday,16,Dust,Severe,Car,Highway,100,60.0,8,67.8,48.2,0
343,Quetta,Friday,11,Dust,Low,Motorcycle,Main Road,60,52.0,8,50.7,35.3,0
344,Rawalpindi,Saturday,13,Clear,High,Motorcycle,Highway,100,81.0,6,82.4,43.3,0
345,Karachi,Tuesday,20,Clear,Low,Motorcycle,Main Road,60,62.8,13,92.5,46.2,0
346,Quetta,Sunday,5,Rain,Low,Bus,Highway,100,91.9,5,72.4,41.3,0
347,Rawalpindi,Friday,2,Cloudy,High,Car,Main Road,60,55.4,5,88.2,59.0,1
348,Rawalpindi,Wednesday,8,Rain,High,Car,Residential,50,27.2,6,71.7,50.3,0
349,Islamabad,Sunday,4,Clear,Severe,Van,Residential,50,35.2,11,87.0,48.7,0
350,Islamabad,Monday,23,Clear,High,Car,Main Road,60,36.7,4,92.7,37.3,0
351,Rawalpindi,Tuesday,16,Clear,Low,Rickshaw,Main Road,60,76.4,9,100.0,34.2,0
352,Peshawar,Wednesday,13,Cloudy,Low,Car,Main Road,60,78.1,7,100.0,33.5,0
353,Quetta,Monday,20,Clear,High,Car,Residential,50,32.8,8,83.6,12.4,0
354,Rawalpindi,Tuesday,2,Clear,Medium,Car,Main Road,60,44.4,10,100.0,12.5,0
355,Rawalpindi,Wednesday,0,Clear,Medium,Motorcycle,School Zone,40,32.6,33,79.7,15.8,0
356,Islamabad,Wednesday,19,Clear,Medium,Bus,School Zone,40,17.7,42,92.7,22.3,0
357,Quetta,Sunday,20,Clear,Severe,Van,Main Road,60,30.5,14,92.3,33.5,0
358,Lahore,Saturday,22,Clear,High,Motorcycle,Main Road,60,14.4,3,77.1,37.2,0
359,Karachi,Wednesday,0,Fog,Medium,Motorcycle,School Zone,40,17.4,38,58.0,62.2,1
360,Islamabad,Saturday,2,Clear,Severe,Car,Main Road,60,10.0,8,94.9,64.2,1
361,Quetta,Thursday,17,Clear,High,Car,Residential,50,31.8,13,96.2,26.4,0
362,Quetta,Sunday,9,Clear,Low,Bus,Market,50,41.5,15,91.3,8.5,0
363,Multan,Friday,21,Dust,Low,Motorcycle,Residential,50,48.1,7,58.7,53.0,0
364,Peshawar,Sunday,2,Clear,Medium,Motorcycle,School Zone,40,27.5,37,94.3,55.7,0
365,Karachi,Monday,7,Clear,Medium,Car,Market,50,49.8,21,82.0,40.2,0
366,Islamabad,Friday,13,Clear,High,Car,Market,50,25.5,19,87.2,20.4,0
367,Islamabad,Friday,23,Rain,Severe,Car,Market,50,29.0,27,88.2,59.9,0
368,Lahore,Saturday,17,Rain,Low,Car,Main Road,60,53.0,12,70.2,26.7,0
369,Multan,Friday,14,Clear,High,Bus,Highway,100,88.6,8,89.9,32.9,0
370,Multan,Wednesday,21,Clear,Medium,Motorcycle,Market,50,46.7,22,80.9,49.8,0
371,Peshawar,Saturday,22,Clear,Medium,Motorcycle,Main Road,60,40.1,7,88.9,42.0,0
372,Multan,Friday,1,Cloudy,High,Car,Highway,100,77.2,7,89.4,44.7,0
373,Peshawar,Saturday,9,Rain,Medium,Bus,Highway,100,106.6,8,61.4,46.5,0
374,Quetta,Thursday,1,Clear,High,Motorcycle,Main Road,60,31.4,10,100.0,34.3,0
375,Quetta,Saturday,16,Cloudy,Low,Motorcycle,Main Road,60,59.9,8,87.4,43.9,0
376,Islamabad,Tuesday,7,Clear,Medium,Rickshaw,Residential,50,31.4,6,81.1,3.0,0
377,Lahore,Wednesday,0,Cloudy,Medium,Motorcycle,Main Road,60,50.4,8,87.5,9.4,0
378,Islamabad,Monday,8,Cloudy,Medium,Van,Highway,100,107.6,8,79.4,45.5,0
379,Multan,Tuesday,10,Dust,Low,Van,School Zone,40,23.0,37,72.9,32.9,0
380,Rawalpindi,Tuesday,21,Clear,High,Bus,Residential,50,22.3,8,89.7,43.9,0
381,Quetta,Tuesday,15,Cloudy,Low,Bus,Residential,50,48.8,8,96.9,58.6,0
382,Rawalpindi,Friday,6,Clear,Low,Bus,Highway,100,113.5,6,96.2,37.8,0
383,Multan,Saturday,9,Clear,Low,Motorcycle,Main Road,60,55.1,13,98.1,45.6,0
384,Lahore,Saturday,22,Clear,High,Car,Residential,50,28.5,4,98.1,31.3,0
385,Islamabad,Sunday,2,Clear,Low,Rickshaw,Main Road,60,72.6,8,80.6,39.6,0
386,Quetta,Friday,17,Clear,High,Rickshaw,Market,50,32.9,20,89.8,33.5,0
387,Lahore,Wednesday,23,Fog,Low,Rickshaw,Highway,100,110.3,7,32.1,57.3,1
388,Islamabad,Friday,12,Cloudy,Medium,Van,Main Road,60,74.2,6,100.0,21.9,0
389,Islamabad,Friday,6,Clear,High,Motorcycle,School Zone,40,35.5,33,97.4,63.1,0
390,Rawalpindi,Friday,3,Clear,Low,Bus,Residential,50,49.3,8,93.1,30.1,0
391,Karachi,Wednesday,12,Clear,Low,Bus,School Zone,40,50.4,33,100.0,52.8,0
392,Multan,Sunday,19,Clear,Medium,Rickshaw,School Zone,40,19.4,38,83.8,36.9,0
393,Peshawar,Wednesday,0,Clear,High,Motorcycle,Highway,100,91.1,19,80.3,46.1,0
394,Quetta,Thursday,7,Clear,Medium,Rickshaw,Highway,100,96.5,9,87.3,47.5,0
395,Peshawar,Sunday,13,Dust,Medium,Car,Main Road,60,38.9,5,59.8,8.7,0
396,Lahore,Thursday,15,Cloudy,Low,Car,Residential,50,55.4,2,82.3,25.8,0
397,Peshawar,Thursday,13,Cloudy,Medium,Motorcycle,Main Road,60,51.8,12,100.0,30.0,0
398,Rawalpindi,Thursday,11,Rain,High,Van,Residential,50,12.2,5,67.8,56.6,0
399,Karachi,Saturday,18,Clear,Low,Bus,Market,50,26.8,27,98.8,17.2,0
400,Quetta,Tuesday,22,Clear,High,Car,Highway,100,71.3,6,94.5,38.7,0
401,Multan,Tuesday,14,Clear,Severe,Motorcycle,Market,50,16.6,24,100.0,43.9,0
402,Islamabad,Thursday,1,Rain,Low,Bus,Market,50,16.1,21,77.4,5.7,0
403,Islamabad,Thursday,1,Clear,High,Van,Main Road,60,57.6,7,90.4,40.7,0
404,Multan,Monday,22,Clear,Medium,Motorcycle,School Zone,40,10.0,25,90.8,10.2,0
405,Rawalpindi,Tuesday,21,Fog,High,Van,Market,50,17.3,24,39.0,46.5,0
406,Quetta,Monday,18,Clear,Medium,Car,Highway,100,86.9,11,78.8,31.9,0
407,Peshawar,Sunday,21,Rain,High,Van,School Zone,40,27.4,23,70.2,50.8,0
408,Multan,Monday,21,Dust,Medium,Car,Highway,100,107.0,9,70.8,45.5,0
409,Islamabad,Friday,16,Clear,High,Motorcycle,Residential,50,37.9,7,86.2,36.8,0
410,Peshawar,Saturday,19,Dust,High,Car,Highway,100,82.6,9,67.1,36.7,0
411,Rawalpindi,Sunday,9,Rain,Low,Motorcycle,Market,50,42.2,36,63.5,61.1,1
412,Islamabad,Wednesday,5,Dust,Low,Motorcycle,Highway,100,97.0,11,61.4,53.1,0
413,Lahore,Tuesday,14,Clear,High,Car,Market,50,38.8,17,83.3,29.4,0
414,Karachi,Thursday,21,Fog,Medium,Motorcycle,Main Road,60,34.6,6,48.7,57.4,1
415,Peshawar,Sunday,10,Clear,Severe,Van,Residential,50,40.8,12,95.1,60.9,1
416,Multan,Thursday,4,Rain,Severe,Rickshaw,Market,50,10.0,18,75.0,47.6,0
417,Quetta,Wednesday,0,Clear,High,Van,Highway,100,89.0,11,79.3,39.2,0
418,Peshawar,Sunday,7,Clear,Medium,Bus,Residential,50,40.0,7,80.6,19.6,0
419,Peshawar,Tuesday,20,Clear,Low,Car,Market,50,54.3,26,97.6,45.0,0
420,Peshawar,Sunday,11,Clear,Severe,Motorcycle,Residential,50,22.3,4,82.9,61.2,0
421,Multan,Thursday,11,Clear,Low,Car,Main Road,60,56.6,9,89.6,36.5,0
422,Rawalpindi,Thursday,4,Clear,Medium,Bus,Market,50,10.0,24,86.3,22.0,0
423,Rawalpindi,Friday,6,Clear,Medium,Rickshaw,Market,50,63.5,27,85.3,14.4,0
424,Quetta,Monday,3,Clear,Severe,Motorcycle,School Zone,40,22.9,34,65.4,79.7,1
425,Rawalpindi,Sunday,5,Clear,Low,Car,Residential,50,64.9,11,100.0,42.6,0
426,Multan,Thursday,12,Clear,Severe,Car,Residential,50,18.4,8,95.0,45.6,0
427,Quetta,Saturday,19,Dust,Medium,Car,Main Road,60,47.4,14,64.1,18.5,0
428,Quetta,Tuesday,14,Cloudy,Low,Motorcycle,Main Road,60,43.3,6,80.8,37.0,0
429,Rawalpindi,Saturday,2,Clear,High,Car,Market,50,31.4,11,84.9,38.2,0
430,Islamabad,Wednesday,22,Cloudy,Low,Rickshaw,Highway,100,84.6,8,83.4,4.7,0
431,Rawalpindi,Sunday,7,Rain,Low,Rickshaw,Highway,100,78.6,9,69.3,32.0,0
432,Islamabad,Friday,19,Clear,High,Car,Residential,50,33.5,8,80.0,45.9,0
433,Lahore,Tuesday,15,Clear,Low,Van,Market,50,58.3,22,95.4,39.6,0
434,Rawalpindi,Friday,12,Clear,Medium,Rickshaw,Main Road,60,53.7,6,67.1,17.7,0
435,Lahore,Monday,17,Fog,Medium,Rickshaw,Main Road,60,48.0,12,49.5,42.1,0
436,Rawalpindi,Thursday,9,Clear,Medium,Car,School Zone,40,31.1,30,75.8,21.1,0
437,Lahore,Tuesday,18,Rain,High,Car,Highway,100,83.5,6,86.6,26.4,0
438,Karachi,Wednesday,16,Clear,Low,Motorcycle,Main Road,60,55.9,10,83.7,42.2,0
439,Lahore,Sunday,23,Rain,Low,Car,Residential,50,61.6,2,81.1,32.9,0
440,Islamabad,Monday,18,Clear,Low,Car,Market,50,45.4,20,94.6,60.5,0
441,Peshawar,Monday,22,Clear,Medium,Motorcycle,Main Road,60,43.7,5,88.2,36.6,0
442,Quetta,Friday,4,Clear,Medium,Van,School Zone,40,25.1,31,100.0,24.7,0
443,Lahore,Monday,20,Fog,Low,Motorcycle,Main Road,60,79.2,3,39.2,53.2,1
444,Peshawar,Tuesday,22,Clear,High,Motorcycle,Highway,100,79.4,8,89.8,57.2,0
445,Multan,Friday,8,Clear,Severe,Car,School Zone,40,10.0,29,81.4,29.4,0
446,Karachi,Monday,11,Rain,High,Bus,Market,50,10.0,16,82.9,28.8,0
447,Karachi,Sunday,20,Cloudy,Low,Motorcycle,School Zone,40,38.0,34,79.0,40.6,0
448,Multan,Wednesday,0,Clear,Medium,Motorcycle,Main Road,60,69.7,11,96.5,42.6,0
449,Multan,Sunday,0,Clear,High,Motorcycle,Residential,50,52.3,8,94.2,63.1,0
450,Multan,Saturday,14,Clear,Medium,Motorcycle,Residential,50,44.7,4,89.6,23.2,0
451,Islamabad,Tuesday,1,Clear,Severe,Motorcycle,Highway,100,82.3,6,91.4,32.8,0
452,Multan,Wednesday,21,Rain,Severe,Car,Market,50,10.0,20,82.2,45.0,0
453,Islamabad,Wednesday,15,Clear,Low,Motorcycle,Highway,100,80.2,8,83.4,35.3,0
454,Lahore,Friday,7,Dust,Medium,Motorcycle,Main Road,60,80.9,7,67.1,57.3,1
455,Rawalpindi,Thursday,12,Clear,Low,Bus,Highway,100,103.9,5,92.1,33.9,0
456,Multan,Friday,20,Clear,Medium,Car,Highway,100,76.5,4,98.9,25.5,0
457,Multan,Tuesday,0,Cloudy,High,Car,Highway,100,71.9,5,90.8,34.1,0
458,Karachi,Tuesday,15,Cloudy,Severe,Motorcycle,Highway,100,82.0,5,91.9,59.7,0
459,Peshawar,Friday,6,Clear,Severe,Motorcycle,Main Road,60,27.5,9,99.1,29.8,0
460,Rawalpindi,Thursday,4,Rain,Low,Rickshaw,Main Road,60,37.6,9,70.9,16.7,0
461,Karachi,Sunday,21,Rain,Severe,Motorcycle,School Zone,40,10.0,41,65.1,81.1,1
462,Lahore,Friday,22,Clear,High,Van,School Zone,40,14.1,28,96.8,42.5,0
463,Multan,Tuesday,2,Clear,High,Car,Residential,50,16.8,8,77.2,40.4,1
464,Karachi,Thursday,11,Clear,Severe,Car,Residential,50,22.9,11,77.3,43.7,0
465,Islamabad,Tuesday,15,Rain,Medium,Rickshaw,Highway,100,82.9,4,71.0,19.3,0
466,Peshawar,Thursday,18,Clear,Low,Van,Residential,50,37.7,6,96.3,19.3,0
467,Peshawar,Thursday,4,Rain,Low,Car,Main Road,60,43.4,4,75.3,22.8,0
468,Islamabad,Friday,21,Cloudy,Low,Motorcycle,Main Road,60,43.7,9,91.4,22.7,0
469,Multan,Friday,13,Rain,High,Car,Main Road,60,22.8,10,68.4,52.8,1
470,Multan,Friday,4,Cloudy,Medium,Car,Market,50,20.9,24,92.4,18.0,0
471,Rawalpindi,Thursday,14,Clear,Medium,Van,Main Road,60,58.9,13,84.9,34.6,0
472,Islamabad,Thursday,16,Dust,Low,Car,Highway,100,96.0,6,71.0,51.8,0
473,Multan,Tuesday,13,Rain,Severe,Motorcycle,School Zone,40,10.0,34,76.1,65.5,0
474,Peshawar,Wednesday,19,Clear,Low,Bus,Residential,50,69.9,7,95.8,25.3,0
475,Multan,Friday,4,Cloudy,Medium,Motorcycle,Main Road,60,63.8,8,98.7,62.7,0
476,Lahore,Saturday,11,Cloudy,Medium,Car,Market,50,28.7,20,86.8,14.6,0
477,Multan,Tuesday,15,Clear,Low,Car,Market,50,42.0,14,85.8,14.5,0
478,Rawalpindi,Tuesday,15,Clear,High,Motorcycle,Main Road,60,30.3,5,100.0,50.1,1
479,Quetta,Monday,20,Clear,Medium,Van,Market,50,44.3,20,91.7,17.1,0
480,Karachi,Friday,6,Fog,Medium,Car,Main Road,60,37.8,10,43.1,35.7,1
481,Quetta,Sunday,3,Cloudy,High,Rickshaw,Highway,100,76.7,11,68.8,30.2,0
482,Lahore,Tuesday,0,Clear,Low,Car,Market,50,53.3,23,88.2,44.3,0
483,Quetta,Monday,4,Cloudy,High,Rickshaw,Residential,50,27.1,5,95.1,19.9,0
484,Multan,Saturday,22,Clear,High,Car,School Zone,40,47.1,35,100.0,59.2,0
485,Rawalpindi,Saturday,9,Clear,High,Van,Residential,50,31.2,9,81.0,37.4,0
486,Peshawar,Sunday,21,Clear,Medium,Car,School Zone,40,37.5,32,90.5,32.7,0
487,Peshawar,Friday,4,Cloudy,Low,Motorcycle,Main Road,60,53.7,12,89.1,46.5,0
488,Lahore,Thursday,3,Fog,Medium,Motorcycle,Residential,50,10.0,11,50.1,44.7,0
489,Quetta,Monday,1,Fog,Medium,Van,Main Road,60,33.1,10,53.1,45.5,0
490,Rawalpindi,Thursday,19,Clear,Low,Bus,Residential,50,42.3,7,100.0,45.3,0
491,Karachi,Saturday,9,Cloudy,Medium,Motorcycle,School Zone,40,10.0,33,82.0,49.0,0
492,Multan,Saturday,18,Rain,Medium,Rickshaw,Highway,100,87.8,8,71.8,36.5,0
493,Quetta,Wednesday,0,Clear,Low,Motorcycle,School Zone,40,50.2,33,84.5,59.5,1
494,Quetta,Wednesday,23,Rain,Severe,Rickshaw,Highway,100,80.2,9,66.1,79.4,0
495,Karachi,Sunday,4,Dust,High,Car,Main Road,60,23.8,11,63.9,27.7,0
496,Islamabad,Wednesday,12,Cloudy,Low,Motorcycle,Main Road,60,46.2,5,95.7,28.7,0
497,Multan,Wednesday,3,Clear,High,Motorcycle,Main Road,60,59.0,4,88.0,65.7,0
498,Lahore,Sunday,15,Fog,Severe,Car,Market,50,10.0,25,32.3,50.3,0
499,Multan,Tuesday,23,Dust,Medium,Van,Residential,50,35.8,10,56.7,30.9,0
500,Rawalpindi,Wednesday,15,Rain,Low,Car,Residential,50,58.4,9,68.8,42.9,0
501,Lahore,Tuesday,22,Clear,Medium,Rickshaw,Highway,100,86.7,10,83.7,21.4,0
502,Karachi,Tuesday,1,Rain,High,Car,Highway,100,71.6,4,77.2,34.6,0
503,Rawalpindi,Friday,16,Clear,Low,Car,Main Road,60,59.8,6,91.0,28.8,0
504,Peshawar,Tuesday,19,Clear,High,Rickshaw,Main Road,60,58.3,10,99.0,55.8,0
505,Peshawar,Tuesday,23,Cloudy,High,Car,Highway,100,49.4,14,89.4,30.3,0
506,Multan,Wednesday,11,Fog,High,Motorcycle,School Zone,40,23.9,34,39.5,70.4,1
507,Rawalpindi,Tuesday,17,Rain,Medium,Motorcycle,Main Road,60,55.1,4,93.3,46.7,1
508,Lahore,Thursday,2,Rain,Medium,Car,School Zone,40,39.5,19,79.3,47.8,0
509,Lahore,Sunday,0,Clear,Low,Car,Residential,50,33.8,6,92.3,26.7,0
510,Peshawar,Wednesday,0,Clear,Medium,Car,School Zone,40,45.3,34,78.9,44.7,0
511,Peshawar,Sunday,18,Dust,High,Bus,Highway,100,86.3,7,45.2,55.3,1
512,Karachi,Monday,10,Cloudy,Severe,Car,School Zone,40,10.0,33,73.8,72.5,1
513,Rawalpindi,Wednesday,4,Rain,High,Motorcycle,Market,50,49.4,18,74.4,86.1,1
514,Lahore,Tuesday,11,Clear,Low,Car,Main Road,60,71.0,13,75.9,39.6,0
515,Karachi,Thursday,2,Rain,Low,Rickshaw,Main Road,60,61.1,6,78.0,51.0,0
516,Lahore,Sunday,0,Dust,High,Van,Market,50,18.8,18,69.9,53.9,0
517,Peshawar,Wednesday,0,Clear,Severe,Motorcycle,Main Road,60,33.9,10,92.0,65.5,0
518,Rawalpindi,Thursday,7,Clear,Low,Motorcycle,Main Road,60,65.2,4,94.5,31.4,0
519,Islamabad,Sunday,9,Clear,High,Motorcycle,Main Road,60,29.1,8,89.5,54.2,0
520,Rawalpindi,Monday,10,Dust,Medium,Motorcycle,Residential,50,47.8,10,53.1,56.5,1
521,Quetta,Saturday,11,Cloudy,Medium,Car,Market,50,26.2,29,82.2,18.8,0
522,Islamabad,Monday,12,Rain,High,Car,School Zone,40,10.0,37,77.3,52.6,0
523,Multan,Saturday,11,Clear,High,Car,School Zone,40,10.0,34,85.0,52.1,0
524,Multan,Friday,13,Rain,Medium,Bus,School Zone,40,10.0,38,68.1,33.7,0
525,Karachi,Saturday,1,Cloudy,High,Motorcycle,Highway,100,74.4,11,92.9,29.7,0
526,Islamabad,Friday,18,Clear,High,Car,School Zone,40,18.6,41,95.2,47.1,1
527,Islamabad,Wednesday,17,Fog,Medium,Motorcycle,Highway,100,80.2,8,49.3,60.6,0
528,Karachi,Friday,2,Clear,High,Motorcycle,School Zone,40,10.0,29,88.8,49.2,0
529,Rawalpindi,Thursday,22,Clear,Low,Rickshaw,Main Road,60,75.2,4,99.5,40.0,0
530,Karachi,Friday,16,Clear,Low,Motorcycle,School Zone,40,26.8,34,83.9,40.2,0
531,Quetta,Thursday,7,Clear,Medium,Motorcycle,Main Road,60,56.6,10,83.8,76.4,1
532,Peshawar,Sunday,9,Cloudy,Medium,Car,Market,50,34.0,13,81.7,8.1,0
533,Multan,Sunday,1,Clear,Low,Car,Residential,50,47.6,6,96.2,40.0,0
534,Peshawar,Saturday,18,Rain,Medium,Motorcycle,Market,50,25.3,30,60.3,35.2,0
535,Multan,Saturday,8,Clear,High,Motorcycle,Market,50,22.2,21,73.0,54.5,1
536,Islamabad,Saturday,6,Clear,Medium,Bus,Residential,50,38.3,6,93.9,29.9,0
537,Karachi,Friday,3,Cloudy,Medium,Van,Market,50,39.0,23,100.0,21.6,0
538,Karachi,Saturday,20,Rain,High,Van,Residential,50,29.4,12,81.8,60.6,1
539,Karachi,Friday,17,Clear,Low,Van,Main Road,60,59.3,6,86.5,42.7,0
540,Quetta,Friday,12,Fog,Medium,Car,Market,50,39.2,26,48.3,32.9,0
541,Quetta,Tuesday,10,Cloudy,Low,Motorcycle,Market,50,63.7,28,83.5,38.3,0
542,Rawalpindi,Tuesday,23,Clear,Medium,Motorcycle,Market,50,61.2,27,100.0,37.4,0
543,Lahore,Friday,3,Clear,Medium,Motorcycle,Main Road,60,42.7,6,91.4,23.8,0
544,Multan,Sunday,20,Clear,Low,Motorcycle,Residential,50,62.3,7,91.6,56.2,1
545,Lahore,Thursday,3,Rain,Low,Car,Highway,100,85.0,4,67.9,20.2,0
546,Lahore,Wednesday,9,Clear,Low,Car,Residential,50,48.9,8,100.0,39.3,0
547,Multan,Monday,4,Clear,Medium,Motorcycle,Residential,50,56.4,9,78.4,37.4,0
548,Rawalpindi,Tuesday,8,Clear,Low,Car,Main Road,60,79.6,8,100.0,45.6,0
549,Karachi,Friday,23,Clear,Medium,Motorcycle,Residential,50,37.5,7,90.3,33.7,0
550,Lahore,Monday,2,Rain,High,Car,Residential,50,37.4,12,81.3,52.0,0
551,Karachi,Tuesday,16,Cloudy,Low,Car,School Zone,40,36.8,37,91.8,51.4,1
552,Islamabad,Wednesday,2,Clear,Medium,Motorcycle,Main Road,60,45.5,6,89.3,4.4,0
553,Lahore,Thursday,15,Clear,Severe,Rickshaw,School Zone,40,25.0,34,86.1,62.5,1
554,Islamabad,Friday,3,Clear,High,Van,Market,50,48.5,16,82.1,58.6,0
555,Rawalpindi,Wednesday,17,Rain,Medium,Car,Residential,50,36.2,9,81.6,23.0,0
556,Peshawar,Sunday,16,Dust,Medium,Car,School Zone,40,35.7,37,69.5,43.2,0
557,Quetta,Tuesday,6,Clear,High,Car,Main Road,60,50.7,14,87.8,32.0,0
558,Multan,Friday,23,Clear,Severe,Van,Main Road,60,56.4,9,84.7,57.3,1
